1,-0.22753239,-0.46158102,-0.094207674,-0.8384885,-0.8384885,-0.43174827,-0.8384885,-0.23629768,-0.8384885,-0.8384885,-0.8384885,0.5365857,-0.22584084,-0.7148518,0.13645782,-0.8384885,-0.58060443,0.41894633,-0.573992,-0.30242178,-0.6762538,-0.8384885,1.0189843,0.09586069
0,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.35040024,-0.37561965,-0.5842951,0.03481125,-0.8384885,0.19504689,0.41310272,-0.8384885,-0.20738758,1.2358098,0.08294342,-0.38130942,-0.8384885,-0.48972222,0.5744149,-0.656109,-0.43174827
0,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.47265297,-0.45835173,-0.8384885,-0.47941917,-0.3908436,2.507546,-0.3434803,-0.27351174,1.9970063,0.6197791,-0.43190205,0.7148133,0.24671598,2.0983453,1.6374754,-0.77482486,0.29807758,-0.8384885,0.11969612,-0.8384885
1,-0.2549047,-0.37454322,-0.8384885,-0.8384885,-0.043615013,0.5953286,-0.8384885,-0.8384885,-0.8384885,-0.36762324,0.12430948,0.67636895,1.8859792,1.4380265,0.6872872,0.20458111,1.6771499,-0.17324907,0.07417813,1.5233729,-0.8384885,0.0055935914,0.19274022,-0.46065837
1,-0.8384885,-0.40714398,-0.22245772,-0.8384885,-0.8384885,-0.48803067,-0.5433904,-0.8384885,-0.5518482,-0.7548339,-0.2555198,-0.7183887,-0.45327708,-0.8137304,0.49245173,-0.8384885,-0.8384885,-0.8384885,-0.2708975,-0.1220414,0.10262692,0.07340926,0.11292995,-0.8384885
1,-0.14126347,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.49910262,-0.8384885,-0.8384885,-0.8384885,-0.42990297,-0.8384885,-0.72915304,-0.8384885,-0.44389668,0.4919903,0.13476633,-0.8384885,0.15752526,-0.094515234,0.87489516,-0.61274385
0,-0.59413683,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.19662318,-0.8384885,-0.8384885,-0.8384885,-0.4254434,-0.8384885,-0.024392942,-0.8384885,-0.8384885,-0.68117464,0.14845246,1.260414,-0.8384885,-0.2802779,-0.31749195,-0.47111523,-0.46281123,-0.8384885,-0.16602159
1,-0.11342981,-0.45604503,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.16017804,-0.8384885,-0.42344433,-0.8384885,-0.6268913,-0.30180666,-0.38500008,1.1547693,0.57287705,-0.055609662,-0.15817893,0.72219455,-0.8384885,-0.33748293,-0.54093,-0.5520019
0,-0.42651984,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.80081314,1.5738118,2.1238723,4.6916413,1.344684,0.9925346,2.2250576,1.6800717,0.57180065,0.44724125,2.9574978,2.029607,4.1747966,0.6463826,1.7017543,1.1955204,1.3408396,-0.77144176
1,-0.8384885,-0.25229052,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.8384885,-0.43759182,-0.2918112,-0.8384885,-0.24859983,-0.8384885,-0.8384885,-0.30657378,0.8027738,0.56718737,-0.8384885,-0.47265297,-0.17693974,0.107240215,-0.27720237,0.19935274
